gameid;gametitle;gamerelease;compname;charname
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Urien
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Twelve
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Effie
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Sarai
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Eliza Masters
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Kolin
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Li-Fen
1619;Ikari Warriors;1986-03-01;SNK;Ralf Jones
1619;Ikari Warriors;1986-03-01;SNK;Clark Steel
1619;Ikari Warriors;1986-03-01;Micronics;Ralf Jones
1619;Ikari Warriors;1986-03-01;Micronics;Clark Steel
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Tails
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Sonic the Hedgehog
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Knuckles
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Dr. Robotnik
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Grounder
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Coconuts
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Mecha Sonic
1662;Sonic the Hedgehog 2;1992-10-16;Sonic Team;Death Egg Robot
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Tails
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Sonic the Hedgehog
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Knuckles
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Dr. Robotnik
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Grounder
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Coconuts
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Mecha Sonic
1662;Sonic the Hedgehog 2;1992-10-16;Christian Whitehead;Death Egg Robot
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Abobo
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Jimmy Lee
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Billy Lee
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Marian
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Burnov
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Duke
1752;Double Dragon;1995-03-03;Technos Japan Corp.;Koga Shuko
1896;Tetris;1984-06-06;Sega;Samus Aran
1896;Tetris;1984-06-06;Sega;Pit
1896;Tetris;1984-06-06;Sega;Mario
1896;Tetris;1984-06-06;Sega;Link
1896;Tetris;1984-06-06;Sega;Luigi
1896;Tetris;1984-06-06;Atari;Samus Aran
1896;Tetris;1984-06-06;Atari;Pit
1896;Tetris;1984-06-06;Atari;Mario
1896;Tetris;1984-06-06;Atari;Link
1896;Tetris;1984-06-06;Atari;Luigi
1896;Tetris;1984-06-06;Tengen;Samus Aran
1896;Tetris;1984-06-06;Tengen;Pit
1896;Tetris;1984-06-06;Tengen;Mario
1896;Tetris;1984-06-06;Tengen;Link
1896;Tetris;1984-06-06;Tengen;Luigi
1896;Tetris;1984-06-06;Spectrum Holobyte, Inc.;Samus Aran
1896;Tetris;1984-06-06;Spectrum Holobyte, Inc.;Pit
1896;Tetris;1984-06-06;Spectrum Holobyte, Inc.;Mario
1896;Tetris;1984-06-06;Spectrum Holobyte, Inc.;Link
1896;Tetris;1984-06-06;Spectrum Holobyte, Inc.;Luigi
1896;Tetris;1984-06-06;Bullet-Proof Software, Inc.;Samus Aran
1896;Tetris;1984-06-06;Bullet-Proof Software, Inc.;Pit
1896;Tetris;1984-06-06;Bullet-Proof Software, Inc.;Mario
1896;Tetris;1984-06-06;Bullet-Proof Software, Inc.;Link
1896;Tetris;1984-06-06;Bullet-Proof Software, Inc.;Luigi
1896;Tetris;1984-06-06;AcademySoft;Samus Aran
1896;Tetris;1984-06-06;AcademySoft;Pit
1896;Tetris;1984-06-06;AcademySoft;Mario
1896;Tetris;1984-06-06;AcademySoft;Link
1896;Tetris;1984-06-06;AcademySoft;Luigi
1896;Tetris;1984-06-06;Andromeda Software;Samus Aran
1896;Tetris;1984-06-06;Andromeda Software;Pit
1896;Tetris;1984-06-06;Andromeda Software;Mario
1896;Tetris;1984-06-06;Andromeda Software;Link
1896;Tetris;1984-06-06;Andromeda Software;Luigi
1896;Tetris;1984-06-06;Vanguard Works;Samus Aran
1896;Tetris;1984-06-06;Vanguard Works;Pit
1896;Tetris;1984-06-06;Vanguard Works;Mario
1896;Tetris;1984-06-06;Vanguard Works;Link
1896;Tetris;1984-06-06;Vanguard Works;Luigi
1922;The Magical Quest Starring Mickey Mouse;1992-11-20;Capcom;Donald Duck
1922;The Magical Quest Starring Mickey Mouse;1992-11-20;Capcom;Goofy
1922;The Magical Quest Starring Mickey Mouse;1992-11-20;Capcom;Mickey Mouse
1922;The Magical Quest Starring Mickey Mouse;1992-11-20;Capcom;Pluto
1922;The Magical Quest Starring Mickey Mouse;1992-11-20;Capcom;Pete
2018;Metal Slug 4;2002-06-12;Noise Factory;Marco Rossi
2018;Metal Slug 4;2002-06-12;Noise Factory;General Morden
2018;Metal Slug 4;2002-06-12;Noise Factory;Fio Germi
2018;Metal Slug 4;2002-06-12;Noise Factory;Nadia Cassel
2018;Metal Slug 4;2002-06-12;Noise Factory;Trevor Spacey
2018;Metal Slug 4;2002-06-12;Noise Factory;Allen O'Neil
2018;Metal Slug 4;2002-06-12;Noise Factory;Hyakutaro Ichimonji
2018;Metal Slug 4;2002-06-12;Noise Factory;Madoka Aikawa
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Marco Rossi
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;General Morden
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Fio Germi
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Nadia Cassel
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Trevor Spacey
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Allen O'Neil
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Hyakutaro Ichimonji
2018;Metal Slug 4;2002-06-12;MEGA Enterprise Co., Ltd.;Madoka Aikawa
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Marco Rossi
2018;Metal Slug 4;2002-06-12;BrezzaSoft;General Morden
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Fio Germi
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Nadia Cassel
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Trevor Spacey
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Allen O'Neil
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Hyakutaro Ichimonji
2018;Metal Slug 4;2002-06-12;BrezzaSoft;Madoka Aikawa
2045;Dead or Alive 2;1999-10-16;Team Ninja;Ryu Hayabusa
2045;Dead or Alive 2;1999-10-16;Team Ninja;Hayate
2045;Dead or Alive 2;1999-10-16;Team Ninja;Kasumi
2045;Dead or Alive 2;1999-10-16;Team Ninja;Ayane
2045;Dead or Alive 2;1999-10-16;Team Ninja;Helena Douglas
2045;Dead or Alive 2;1999-10-16;Team Ninja;Bayman
2045;Dead or Alive 2;1999-10-16;Team Ninja;Leon
2045;Dead or Alive 2;1999-10-16;Team Ninja;Gen Fu
2045;Dead or Alive 2;1999-10-16;Team Ninja;Jann Lee
2045;Dead or Alive 2;1999-10-16;Team Ninja;Lei Fang
2045;Dead or Alive 2;1999-10-16;Team Ninja;Zack
2045;Dead or Alive 2;1999-10-16;Team Ninja;Tina Armstrong
2045;Dead or Alive 2;1999-10-16;Team Ninja;Bass Armstrong
2045;Dead or Alive 2;1999-10-16;Team Ninja;Tengu
2045;Dead or Alive 2;1999-10-16;Team Ninja;Fame Douglas
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Cristiano Ronaldo
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Steven Gerrard
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Robbie Keane
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Ronaldinho
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Wayne Rooney
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;David Beckham
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Gareth Barry
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Xabi Alonso
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Gary Neville
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Pelé
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Diego Armando Maradona
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Hendrik Johannes Cruijff
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Manuel Francisco dos Santos
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Beckenbauer
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Pierre Littbarski
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Roy Keane
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Zlatan Ibrahimovic
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Zvjezdan Misimovic
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Gianluigi Buffon
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Lionel Messi
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Paolo Maldini
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Francesco Totti
2100;World Soccer Winning Eleven 9;2005-08-04;Konami Computer Entertainment Tokyo;Bastian Schweinsteiger
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Scorpion
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Sub-Zero
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Sonya Blade
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Smoke
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Sheeva
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Shao Kahn
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Shang Tsung
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Sektor
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Rain
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Raiden
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Noob Saibot
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Motaro
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Liu Kang
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Kurtis Stryker
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Kano
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Kabal
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Jax
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Cyrax
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Reptile
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Ermac
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Jade
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Mileena
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Nightwolf
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Sindel
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Dan Forden
2178;Ultimate Mortal Kombat 3;1995-11-01;Eurocom Entertainment Software;Great Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Scorpion
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Sub-Zero
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Sonya Blade
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Smoke
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Sheeva
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Shao Kahn
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Shang Tsung
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Sektor
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Rain
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Raiden
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Noob Saibot
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Motaro
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Liu Kang
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Kurtis Stryker
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Kano
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Kabal
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Jax
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Cyrax
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Reptile
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Ermac
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Jade
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Mileena
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Nightwolf
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Sindel
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Dan Forden
2178;Ultimate Mortal Kombat 3;1995-11-01;Midway Games;Great Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Scorpion
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Sub-Zero
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Sonya Blade
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Smoke
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Sheeva
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Shao Kahn
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Shang Tsung
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Sektor
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Rain
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Raiden
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Noob Saibot
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Motaro
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Liu Kang
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Kurtis Stryker
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Kano
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Kabal
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Jax
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Cyrax
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Reptile
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Ermac
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Jade
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Mileena
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Nightwolf
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Sindel
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Dan Forden
2178;Ultimate Mortal Kombat 3;1995-11-01;Avalanche Software LLC;Great Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Scorpion
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Sub-Zero
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Sonya Blade
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Smoke
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Sheeva
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Shao Kahn
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Shang Tsung
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Sektor
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Rain
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Raiden
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Noob Saibot
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Motaro
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Liu Kang
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Kurtis Stryker
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Kano
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Kabal
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Jax
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Cyrax
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Reptile
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Ermac
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Jade
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Mileena
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Nightwolf
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Sindel
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Dan Forden
2178;Ultimate Mortal Kombat 3;1995-11-01;Williams Electronic Games, Inc.;Great Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Scorpion
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Sub-Zero
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Sonya Blade
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Smoke
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Sheeva
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Shao Kahn
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Shang Tsung
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Sektor
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Rain
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Raiden
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Noob Saibot
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Motaro
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Liu Kang
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Kurtis Stryker
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Kano
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Kabal
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Jax
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Cyrax
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Reptile
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Ermac
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Jade
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Kung Lao
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Mileena
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Nightwolf
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Sindel
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Dan Forden
2178;Ultimate Mortal Kombat 3;1995-11-01;EA Mobile;Great Kung Lao
2213;The Lucky Dime Caper starring Donald Duck;1991-01-01;Sega;Donald Duck
2213;The Lucky Dime Caper starring Donald Duck;1991-01-01;Sega;Scrooge McDuck
2213;The Lucky Dime Caper starring Donald Duck;1991-01-01;Sega;Huey
2213;The Lucky Dime Caper starring Donald Duck;1991-01-01;Sega;Dewey
2213;The Lucky Dime Caper starring Donald Duck;1991-01-01;Sega;Louie
2213;The Lucky Dime Caper starring Donald Duck;1991-01-01;Sega;Magica De Spell
2222;Wild Arms;1997-04-30;Media.Vision Entertainment Inc.;Rudy Roughnight
2222;Wild Arms;1997-04-30;Media.Vision Entertainment Inc.;Jack Van Burace
2222;Wild Arms;1997-04-30;Media.Vision Entertainment Inc.;Cecilia Lynne Adlehyde
2222;Wild Arms;1997-04-30;Media.Vision Entertainment Inc.;Ziekfried
2222;Wild Arms;1997-04-30;Media.Vision Entertainment Inc.;Flatwoods Monster
2222;Wild Arms;1997-04-30;Madhouse;Rudy Roughnight
2222;Wild Arms;1997-04-30;Madhouse;Jack Van Burace
2222;Wild Arms;1997-04-30;Madhouse;Cecilia Lynne Adlehyde
2222;Wild Arms;1997-04-30;Madhouse;Ziekfried
2222;Wild Arms;1997-04-30;Madhouse;Flatwoods Monster
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Dryad
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Gnome
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Lumina
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Luna
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Salamando
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Shade
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Sylphid
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Undine
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Rabite
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Niccolo
2248;Sword of Mana;2003-12-01;Brownie Brown Co. Ltd.;Li'l Cactus
2254;Dragon Quest VII: Fragments of the Forgotten Past;2000-08-26;Heart Beat;God
2254;Dragon Quest VII: Fragments of the Forgotten Past;2000-08-26;Armor Project;God
2254;Dragon Quest VII: Fragments of the Forgotten Past;2000-08-26;ArtePiazza;God
2254;Dragon Quest VII: Fragments of the Forgotten Past;2000-08-26;Square Visual Works;God
2254;Dragon Quest VII: Fragments of the Forgotten Past;2000-08-26;Shloc Ltd.;God
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;Taito Corporation;Bob
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;Taito Corporation;Bub
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;Taito Corporation;Chack'n
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;SNK;Bob
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;SNK;Bub
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;SNK;Chack'n
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;Probe Entertainment;Bob
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;Probe Entertainment;Bub
2285;Bust-A-Move 2: Arcade Edition;1995-07-01;Probe Entertainment;Chack'n
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Cloud Strife
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Sephiroth
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Zack Fair
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Aerith Gainsborough
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Tifa Lockhart
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Yuffie Kisaragi
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Angeal Hewley
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Cissnei
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Professor Hojo
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Tseng
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Enix;Genesis Rhapsodos
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Visual Works;Cloud Strife
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Visual Works;Sephiroth
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Visual Works;Zack Fair
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Visual Works;Aerith Gainsborough
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Visual Works;Tifa Lockhart
2361;Crisis Core: Final Fantasy VII;2008-03-25;Square Visual Works;Yuffie Kisaragi
